tconst	primaryTitle	originalTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
tt0418362	Mujhse Shaadi Karogi	Mujhse Shaadi Karogi	2004	163	Comedy,Romance	6.7	15996
tt0418455	Adam's Apples	Adams æbler	2005	94	Comedy,Crime,Drama	7.7	51986
tt0418460	Aitraaz	Aitraaz	2004	160	Drama,Romance,Thriller	6.6	10536
tt0418471	A Groom from the Security Entity	Aris min geha amneya	2004	90	Comedy	6.0	1944
tt0418586	The Cake Eaters	The Cake Eaters	2007	86	Comedy,Drama,Romance	6.3	7320
tt0418599	Christmas in Love	Christmas in Love	2004	118	Comedy,Romance	4.2	1042
tt0418627	Death Tunnel	Death Tunnel	2005	97	Horror	2.6	5272
tt0418647	Dreamer	Dreamer: Inspired by a True Story	2005	106	Drama,Family,Sport	6.8	13582
tt0418657	Goldene Zeiten	Goldene Zeiten	2006	134	Comedy,Crime,Drama	6.3	1134
tt0418689	Flags of Our Fathers	Flags of Our Fathers	2006	135	Action,Adventure,Drama	7.1	125380
tt0418753	Inside Deep Throat	Inside Deep Throat	2005	89	Biography,Documentary,History	6.7	6902
tt0418758	Jacquou le croquant	Jacquou le croquant	2007	140	Adventure,Drama	6.4	1816
tt0418763	Jarhead	Jarhead	2005	125	Biography,Drama,War	7.0	194076
tt0418773	Junebug	Junebug	2005	106	Comedy,Drama	6.9	23100
tt0418778	Infection	Kansen	2004	98	Drama,Horror,Sci-Fi	6.0	5599
tt0418819	Land of the Dead	Land of the Dead	2005	93	Horror,Sci-Fi,Thriller	6.2	98186
tt0418832	Lie with Me	Lie with Me	2005	93	Drama,Romance	5.2	15931
tt0418879	Memory	Memory	2006	98	Drama,Horror,Mystery	5.2	1941
tt0418887	We Are Not Angels 2	Mi nismo andjeli 2	2005	89	Comedy	6.1	4827
tt0419058	Phir Hera Pheri	Phir Hera Pheri	2006	153	Comedy,Crime	7.2	25254
tt0419073	Princess	Princess	2006	82	Action,Animation,Drama	6.8	2820
tt0419086	Al-raghba	Al-raghba	2002	\N	Drama,Romance	3.2	1503
tt0419135	Love So Divine	Shinbu sueob	2004	110	Comedy,Romance	6.3	1037
tt0419146	A Soap	En soap	2006	104	Comedy,Drama	6.4	1955
tt0419160	Spirit Trap	Spirit Trap	2005	91	Horror,Thriller	4.4	1485
tt0419198	The Tiger and the Snow	La tigre e la neve	2005	114	Comedy,Drama,Romance	7.0	14189
tt0419256	Wah-Wah	Wah-Wah	2005	120	Comedy,Drama	6.8	3222
tt0419279	Yesterday	Yesterday	2004	90	Drama	7.5	2416
tt0419280	Premonition	Yogen	2004	95	Horror	6.2	4479
tt0419294	The Three Burials of Melquiades Estrada	The Three Burials of Melquiades Estrada	2005	121	Adventure,Crime,Drama	7.3	41049
tt0419416	Abo Ali	Abo Ali	2005	120	Comedy,Romance	6.5	2210
tt0419420	Adam & Paul	Adam & Paul	2004	83	Comedy,Drama	7.1	3196
tt0419422	The Best of Times	Ahla al awkat	2004	113	Drama	6.7	1314
tt0419434	American Hardcore	American Hardcore	2006	100	Documentary,History,Music	7.3	3487
tt0419449	Antares	Antares	2004	105	Drama,Romance	6.1	3279
tt0419468	Baabul	Baabul	2006	169	Drama,Family,Romance	5.4	3462
tt0419473	I Love Cinema	Baheb el cima	2004	125	Comedy,Drama	6.6	1290
tt0419482	The Student Cop	El basha telmiz	2004	110	Action,Comedy,Romance	6.3	2239
tt0419491	Believe in Me	Believe in Me	2006	131	Drama,Sport	7.0	1050
tt0419515	Blood and Bones	Chi to hone	2004	140	Drama	7.0	2079
tt0419641	Chromophobia	Chromophobia	2005	136	Drama	6.1	2139
tt0419663	Cruel World	Cruel World	2005	88	Comedy,Drama,Horror	3.7	1434
tt0419677	Dead Man's Shoes	Dead Man's Shoes	2004	90	Crime,Drama,Thriller	7.6	55211
tt0419704	Donkey Xote	Donkey Xote	2007	90	Adventure,Animation,Comedy	4.6	2205
tt0419706	Doom	Doom	2005	105	Action,Horror,Sci-Fi	5.2	115359
tt0419749	Find Me Guilty	Find Me Guilty	2006	125	Biography,Comedy,Crime	7.0	35120
tt0419765	We Have the Following News	Gana el bian el taly	2001	125	Comedy	6.2	1794
tt0419766	Garçon stupide	Garçon stupide	2004	94	Comedy,Drama,Romance	6.2	1246
tt0419773	Gespenster	Gespenster	2005	85	Drama	6.8	1561
tt0419781	Graves End	Graves End	2005	90	Mystery,Thriller	8.6	6688
tt0419787	Hamam in Amersterdam	Hammam fi Amistirdam	1999	134	Comedy,Drama	6.5	1995
tt0419843	In the Land of Women	In the Land of Women	2007	97	Comedy,Drama,Romance	6.4	32112
tt0419881	Kim Novak Never Swam in Genesaret's Lake	Kim Novak badade aldrig i Genesarets sjö	2005	95	Crime,Drama	6.5	2667
tt0419887	The Kite Runner	The Kite Runner	2007	128	Drama	7.6	81032
tt0419946	The Marine	The Marine	2006	92	Action,Comedy,Drama	4.7	34555
tt0419952	May 6th	06/05	2004	117	Drama,Thriller	6.6	1372
tt0419984	Mr. Woodcock	Mr. Woodcock	2007	87	Comedy,Romance,Sport	5.2	36445
tt0419992	My Brother... Nikhil	My Brother... Nikhil	2005	120	Drama,Sport	7.3	1295
tt0420015	Nine Lives	Nine Lives	2005	115	Drama	6.7	6974
tt0420076	Pokémon: Jirachi - Wish Maker	Gekijouban Poketto monsutâ Adobansu jenerêshon: Nanayo no negaiboshi Jirâchi	2003	81	Action,Adventure,Animation	5.7	4295
tt0420087	A Prairie Home Companion	A Prairie Home Companion	2006	105	Comedy,Drama,Music	6.7	23137
tt0420206	Summer Storm	Sommersturm	2004	98	Comedy,Drama,Romance	7.3	14186
tt0420211	Sorte Nula	Sorte Nula	2004	85	Crime,Mystery	6.3	1444
tt0420223	Stranger Than Fiction	Stranger Than Fiction	2006	113	Comedy,Drama,Fantasy	7.6	231438
tt0420233	A Wonderful Night in Split	Ta divna Splitska noc	2004	100	Crime,Drama,Romance	7.5	1652
tt0420238	The Tale of Despereaux	The Tale of Despereaux	2008	93	Adventure,Animation,Comedy	6.1	38781
tt0420251	Three... Extremes	Sam gang 2	2004	126	Horror	6.9	20219
tt0420260	Tony Takitani	Tonî Takitani	2004	75	Drama	7.3	4661
tt0420291	Keane	Keane	2004	100	Drama,Mystery,Thriller	6.9	5592
tt0420293	The Stanford Prison Experiment	The Stanford Prison Experiment	2015	122	Biography,Drama,History	6.8	44235
tt0420294	The Texas Chainsaw Massacre: The Beginning	The Texas Chainsaw Massacre: The Beginning	2006	91	Horror,Thriller	5.8	74497
tt0420304	Viruddh... Family Comes First	Viruddh... Family Comes First	2005	132	Drama,Family	7.1	2157
tt0420318	The Wedding	Wesele	2004	109	Comedy,Drama	7.7	4646
tt0420332	Veer-Zaara	Veer-Zaara	2004	192	Drama,Family,Musical	7.8	54485
tt0420509	The Aura	El aura	2005	134	Crime,Drama,Thriller	7.2	14207
tt0420548	Bombón: El Perro	El perro	2004	97	Drama	7.1	4375
tt0420555	How Much Do You Love Me?	Combien tu m'aimes?	2005	95	Comedy,Drama,Romance	5.6	7355
tt0420609	Infamous	Infamous	2006	110	Biography,Crime,Drama	7.1	17634
tt0420627	Formula 17	17 sui de tian kong	2004	88	Comedy,Romance	6.2	1037
tt0420740	A Little Trip to Heaven	A Little Trip to Heaven	2005	98	Drama,Thriller	5.9	4997
tt0420757	Man About Town	Man About Town	2006	96	Comedy,Drama	5.5	8086
tt0420835	Opal Dream	Opal Dream	2006	85	Drama,Family	6.5	1020
tt0420901	Shooting Dogs	Shooting Dogs	2005	115	Drama,History,War	7.6	11689
tt0420966	Wounded Love	Touch My Girl	2004	143	Drama	7.0	1882
tt0420982	Blind Man's Bluff	Zhmurki	2005	111	Comedy,Crime,Thriller	7.2	8042
tt0421045	Bickford Shmeckler's Cool Ideas	Bickford Shmeckler's Cool Ideas	2006	80	Comedy,Romance	5.6	3410
tt0421051	Daniel the Wizard	Daniel der Zauberer	2004	81	Comedy,Crime,Fantasy	1.2	14490
tt0421054	Domino	Domino	2005	127	Action,Biography,Crime	5.9	68038
tt0421073	Street Kings	Street Kings	2008	109	Action,Crime,Thriller	6.8	115842
tt0421082	Control	Control	2007	122	Biography,Drama,Music	7.6	66523
tt0421090	Zerophilia	Zerophilia	2005	90	Comedy,Romance	6.0	2401
tt0421206	Gridiron Gang	Gridiron Gang	2006	125	Biography,Crime,Drama	7.1	78336
tt0421229	Mrs. Palfrey at the Claremont	Mrs. Palfrey at the Claremont	2005	108	Comedy,Drama	7.6	3906
tt0421238	The Proposition	The Proposition	2005	104	Crime,Drama,Western	7.3	53527
tt0421239	Red Eye	Red Eye	2005	85	Thriller	6.5	125896
tt0421528	20 Centimeters	20 centímetros	2005	112	Comedy,Musical	6.6	1891
tt0421625	Istanbul Tales	Anlat Istanbul	2005	99	Drama,Thriller	7.3	6689
tt0421715	The Curious Case of Benjamin Button	The Curious Case of Benjamin Button	2008	166	Drama,Fantasy,Romance	7.8	661492
tt0421729	Big Momma's House 2	Big Momma's House 2	2006	99	Comedy,Crime	4.8	44645
tt0421974	Sky Fighters	Les chevaliers du ciel	2005	102	Action,Adventure,Drama	5.7	4598
tt0421994	Imagine Me & You	Imagine Me & You	2005	90	Comedy,Drama,Romance	6.7	33959
tt0422015	The Ax	Le couperet	2005	117	Comedy,Crime,Drama	7.3	8176
tt0422091	Dhoom	Dhoom	2004	129	Action,Crime,Drama	6.6	21144
tt0422093	Diary of a Mad Black Woman	Diary of a Mad Black Woman	2005	116	Comedy,Drama,Romance	5.7	15120
tt0422133	Cold Showers	Douches froides	2005	102	Drama	6.1	2377
tt0422236	Fida	Fida	2004	122	Action,Crime,Drama	5.4	2751
tt0422265	Fool el seen el azeem	Fool el seen el azeem	2004	105	Comedy	6.3	2218
tt0422272	Fragile	Frágiles	2005	101	Horror,Mystery,Thriller	6.0	16967
tt0422295	Fur: An Imaginary Portrait of Diane Arbus	Fur: An Imaginary Portrait of Diane Arbus	2006	122	Biography,Drama,Romance	6.3	16033
tt0422319	Ghabi mino fih	Ghabi mino fih	2004	88	Adventure,Comedy,Crime	6.2	1396
tt0422320	Ghilli	Ghilli	2004	160	Action,Drama,Romance	8.1	15362
tt0422370	The Bottled Fools	Gusha no bindume	2004	96	Horror,Sci-Fi	5.9	1159
tt0422401	Hatchet	Hatchet	2006	93	Comedy,Horror,Thriller	5.6	31965
tt0422460	2 Girls	Iki Genç Kiz	2005	107	Drama	5.4	1635
tt0422491	The Intruder	L'intrus	2004	130	Drama	6.7	1931
tt0422528	Sarah Silverman: Jesus Is Magic	Sarah Silverman: Jesus Is Magic	2005	72	Comedy,Documentary,Music	6.5	5601
tt0422689	Madurey	Madurey	2004	145	Action	5.0	2198
tt0422708	Private Alexandria	Mallaki Iskandariya	2005	95	Crime,Drama,Mystery	7.1	1751
tt0422720	Marie Antoinette	Marie Antoinette	2006	123	Biography,Drama,History	6.5	114370
tt0422774	Are We Done Yet?	Are We Done Yet?	2007	92	Comedy,Family	4.2	21758
tt0422779	Murder-Set-Pieces	Murder-Set-Pieces	2004	105	Horror	3.7	4370
tt0422783	Music Within	Music Within	2007	94	Biography,Comedy,Drama	7.2	5850
tt0422861	The Oh in Ohio	The Oh in Ohio	2006	88	Comedy,Drama,Romance	5.5	6371
tt0422908	Pammal K. Sambandam	Pammal K. Sambandam	2002	155	Comedy	7.2	1649
tt0422934	Peralagan	Peralagan	2004	143	Comedy,Drama,Romance	6.4	1577
tt0422950	Phir Milenge	Phir Milenge	2004	142	Drama	6.2	2321
tt0423034	Rampo Noir	Ranpo jigoku	2005	134	Fantasy,Horror	6.2	1155
tt0423087	Rok Sako To Rok Lo	Rok Sako To Rok Lo	2004	\N	Drama,Romance,Sport	4.5	1871
tt0423166	White Nights	Shabhaye roshan	2003	103	Drama,Romance	7.7	1297
tt0423169	Sherrybaby	Sherrybaby	2006	96	Drama	6.6	11896
tt0423176	The World	Shijie	2004	143	Drama	7.1	3385
tt0423294	Surf's Up	Surf's Up	2007	85	Adventure,Animation,Comedy	6.7	83188
tt0423310	Syrian Bride	The Syrian Bride	2004	97	Comedy,Drama	7.4	3422
tt0423382	God Save the King	Tjenare kungen	2005	94	Comedy,Drama,Music	6.1	3340
tt0423409	Tristram Shandy	A Cock and Bull Story	2005	94	Comedy	6.7	12927
tt0423470	Vasoolraja M.B.B.S	Vasoolraja M.B.B.S	2004	160	Comedy,Drama	7.9	3568
tt0423515	Way of the Vampire	Way of the Vampire	2005	82	Action,Horror,Thriller	1.9	1657
tt0423853	Be Here to Love Me	Be Here to Love Me: A Film About Townes Van Zandt	2004	99	Biography,Documentary,Music	7.8	1346
tt0423866	3-Iron	Bin-jip	2004	88	Crime,Drama,Romance	7.9	56195
tt0423877	Boudu	Boudu	2005	104	Comedy	5.3	1248
tt0423977	Charlie Bartlett	Charlie Bartlett	2007	97	Comedy,Drama,Romance	6.9	65746
tt0424024	Darwin's Nightmare	Darwin's Nightmare	2004	107	Documentary	7.5	5582
tt0424095	Flushed Away	Flushed Away	2006	85	Action,Adventure,Animation	6.6	130403
tt0424129	Gunner Palace	Gunner Palace	2004	85	Documentary,War	6.6	1932
tt0424136	Hard Candy	Hard Candy	2005	104	Drama,Thriller	7.0	162978
tt0424205	Joyeux Noel	Joyeux Noël	2005	116	Drama,History,Music	7.7	30627
tt0424227	Turtles Can Fly	Lakposhtha parvaz mikonand	2004	98	Drama,War	8.0	20049
tt0424237	Lila dit ça	Lila dit ça	2004	89	Crime,Drama,Romance	6.9	4964
tt0424273	Electric Shadows	Meng ying tong nian	2004	93	Drama	7.5	1052
tt0424287	The Mostly Unfabulous Social Life of Ethan Green	The Mostly Unfabulous Social Life of Ethan Green	2005	88	Comedy,Romance	6.1	2060
tt0424297	NVA	NVA	2005	98	Comedy	5.6	1600
tt0424338	Palais royal!	Palais royal!	2005	110	Comedy	5.6	2072
tt0424345	Clerks II	Clerks II	2006	97	Comedy	7.3	137611
tt0424430	Crying Out Love in the Center of the World	Sekai no chûshin de, ai o sakebu	2004	138	Drama,Romance	7.2	3746
tt0424434	Beautiful City	Shahr-e ziba	2004	98	Drama	7.6	5914
tt0424435	Shake Hands with the Devil: The Journey of Roméo Dallaire	Shake Hands with the Devil: The Journey of Roméo Dallaire	2004	90	Documentary	8.1	1071
tt0424565	The Wild Parrots of Telegraph Hill	The Wild Parrots of Telegraph Hill	2003	83	Documentary	7.8	3043
tt0424769	Aboud on the Boarder	Aboud ala el hedoud	1999	105	Comedy	6.6	1938
tt0424774	The Adventures of Sharkboy and Lavagirl 3-D	The Adventures of Sharkboy and Lavagirl 3-D	2005	93	Action,Adventure,Comedy	3.7	39310
tt0424789	Allegro	Allegro	2005	88	Drama,Romance,Sci-Fi	6.5	1961
tt0424823	Balls of Fury	Balls of Fury	2007	90	Comedy,Crime,Sport	5.3	43332
tt0424863	The Book of Revelation	The Book of Revelation	2006	118	Crime,Drama,Mystery	5.3	1584
tt0424873	Dark Spells	Büyü	2004	95	Horror,Thriller	3.0	3870
tt0424880	Candy	Candy	2006	108	Drama,Romance	7.2	46484
tt0424885	Celsius 41.11: The Temperature at Which the Brain... Begins to Die	Celsius 41.11: The Temperature at Which the Brain... Begins to Die	2004	72	Documentary,War	4.0	1399
tt0424908	Copying Beethoven	Copying Beethoven	2006	104	Biography,Drama,Music	6.7	13858
tt0424938	Karla	Karla	2006	102	Crime,Drama,Thriller	5.4	6181
tt0424958	Disaster!	Disaster!	2005	83	Animation,Comedy,Sci-Fi	4.9	1309
tt0424971	Drabet	Drabet	2005	100	Drama	6.7	2481
tt0424986	The Headmaster	El Nazer	2000	120	Comedy	7.9	3744
tt0424992	Emma's Bliss	Emmas Glück	2006	99	Drama,Romance	7.2	2035
tt0424993	Employee of the Month	Employee of the Month	2006	103	Comedy,Romance	5.5	48795
tt0425027	Flywheel	Flywheel	2003	120	Drama	6.6	4533
tt0425055	Game 6	Game 6	2005	87	Comedy,Drama,Sport	5.7	2815
tt0425061	Get Smart	Get Smart	2008	110	Action,Adventure,Comedy	6.5	221271
tt0425079	Lovelorn	Gönül Yarasi	2005	142	Drama	7.8	10187
tt0425080	Pains of Autumn	Güz Sancisi	2009	112	Drama	6.1	2464
tt0425094	Heavens Fall	Heavens Fall	2006	105	Crime,Drama	6.6	1408
tt0425112	Hot Fuzz	Hot Fuzz	2007	121	Action,Comedy,Mystery	7.8	512760
tt0425123	Just Like Heaven	Just Like Heaven	2005	95	Comedy,Drama,Fantasy	6.7	113051
tt0425151	Jimmy and Judy	Jimmy and Judy	2006	99	Crime,Drama,Thriller	5.9	1610
tt0425162	Kaazhcha	Kaazhcha	2004	137	Drama	8.2	3333
tt0425196	Murderous Intent	Like Minds	2006	110	Crime,Horror,Mystery	6.3	5061
tt0425210	Lucky Number Slevin	Lucky Number Slevin	2006	110	Crime,Drama,Thriller	7.7	317404
tt0425235	We Shall Overcome	Drømmen	2006	109	Drama,Family	7.2	2708
tt0425236	Mary	Mary	2005	83	Drama,Thriller	5.7	2044
tt0425253	Mini's First Time	Mini's First Time	2006	91	Comedy,Crime,Drama	5.8	8476
tt0425308	Noise	Noise	2007	92	Comedy,Crime,Drama	6.2	4429
tt0425314	Nynne	Nynne	2005	94	Comedy,Romance	5.6	1024
tt0425321	The Yacoubian Building	Omaret yakobean	2006	165	Drama	7.5	6797
tt0425326	Outsourced	Outsourced	2006	103	Comedy,Drama,Romance	7.0	11942
tt0425333	Pardon	Pardon	2005	99	Comedy,Drama	8.1	21919
tt0425379	Pusher III	Pusher III	2005	108	Crime,Drama,Thriller	7.3	16767
tt0425395	Relative Strangers	Relative Strangers	2006	86	Comedy	5.3	4193
tt0425413	Run Fatboy Run	Run Fatboy Run	2007	100	Comedy,Romance,Sport	6.5	68796
tt0425426	Sans Kapiyi Kirinca	Sans Kapiyi Kirinca	2005	107	Comedy	6.2	4550
tt0425430	The Messengers	The Messengers	2007	90	Drama,Horror,Mystery	5.3	40423
tt0425489	The Die Is Cast	La suerte está echada	2005	97	Comedy	7.1	1078
tt0425598	Dave Chappelle's Block Party	Dave Chappelle's Block Party	2005	103	Comedy,Documentary,Music	7.2	9421
tt0425600	Sorry, Haters	Sorry, Haters	2005	83	Drama,Thriller	6.2	1509
tt0425601	Trailer Park Boys: The Movie	Trailer Park Boys: The Movie	2006	95	Comedy,Crime	7.1	13159
tt0425622	Vinci	Vinci	2004	108	Comedy,Crime	6.9	3702
tt0425637	Red Cliff	Chi bi	2008	288	Action,Adventure,Drama	7.3	47083
tt0425661	The Great Yokai War	Yôkai daisensô	2005	124	Adventure,Family,Fantasy	6.4	2552
tt0425743	American Soldiers	American Soldiers	2005	103	Action,Drama,History	3.5	2507
tt0425985	The Chinese Botanist's Daughters	Les filles du botaniste	2006	105	Drama,Romance	6.6	2442
tt0426037	The Intruder	De indringer	2005	109	Mystery,Thriller	6.8	1507
tt0426075	Lakeer: Forbidden Lines	Lakeer: Forbidden Lines	2004	170	Action,Drama,Romance	4.6	1019
tt0426155	Ushpizin	Ha-Ushpizin	2004	90	Drama	7.3	2076
tt0426173	The Welts	Pregi	2004	91	Drama	7.1	1296
tt0426396	Alien Abduction	Alien Abduction	2005	96	Horror,Sci-Fi,Thriller	2.6	1444
tt0426459	Feast	Feast	2005	95	Action,Comedy,Horror	6.2	32613
tt0426462	Fifty Pills	Fifty Pills	2006	85	Comedy,Crime,Drama	4.9	2786
tt0426501	Johnny Was	Johnny Was	2006	93	Action,Crime,Drama	5.5	1735
tt0426550	Popstar	Popstar	2005	94	Comedy,Family,Romance	2.5	3159
tt0426578	Sophie Scholl: The Final Days	Sophie Scholl - Die letzten Tage	2005	120	Biography,Crime,Drama	7.6	28019
tt0426592	Superhero Movie	Superhero Movie	2008	75	Action,Comedy,Sci-Fi	4.6	71068
tt0426596	The Take	The Take	2004	87	Documentary	7.6	1213
tt0426615	In the Mix	In the Mix	2005	95	Comedy,Crime,Drama	2.9	8383
tt0426627	Stoned	Stoned	2005	102	Biography,Drama,Music	5.7	4094
tt0426883	Alpha Dog	Alpha Dog	2006	122	Biography,Crime,Drama	6.9	104853
tt0426931	August Rush	August Rush	2007	114	Drama,Music	7.4	108686
tt0427089	Confetti	Confetti	2006	100	Comedy,Music,Romance	5.7	5215
tt0427152	Dinner for Schmucks	Dinner for Schmucks	2010	114	Comedy	5.9	108341
tt0427208	Borrowed Bride	Egreti Gelin	2005	115	Drama	6.2	3074
tt0427229	Failure to Launch	Failure to Launch	2006	97	Comedy,Romance	5.6	82504
tt0427276	The Future of Food	The Future of Food	2004	88	Documentary	7.7	1412
tt0427309	The Great Debaters	The Great Debaters	2007	126	Biography,Drama,Romance	7.5	60338
tt0427312	Grizzly Man	Grizzly Man	2005	103	Biography,Documentary	7.8	58619
tt0427323	The Chaos Class in the Military	Hababam Sinifi Askerde	2005	112	Comedy	3.2	7508
tt0427327	Hairspray	Hairspray	2007	117	Comedy,Drama,Musical	6.7	133262
tt0427339	Hawaii, Oslo	Hawaii, Oslo	2004	125	Drama	7.0	4814
tt0427392	The Invasion	The Invasion	2007	99	Sci-Fi,Thriller	5.9	80082
tt0427411	The Scarlet Letter	Juhong geulshi	2004	115	Drama,Mystery,Thriller	6.4	1144
tt0427461	In ascolto	In ascolto	2006	105	Crime,Drama,Thriller	6.2	1091
tt0427470	The Lookout	The Lookout	2007	99	Crime,Drama,Thriller	7.0	59453
tt0427543	A Million Little Pieces	A Million Little Pieces	2018	113	Drama	6.2	3611
tt0427582	The Method	El método	2005	115	Drama,Thriller	7.1	11738
tt0427848	Shadow: Dead Riot	Shadow: Dead Riot	2006	81	Action,Horror	4.1	1066
tt0427906	Eleven Men Out	Strákarnir okkar	2005	85	Comedy,Drama,Romance	5.0	1032
tt0427910	Trip Out	Trip Out	2005	93	Drama	5.8	1274
tt0427944	Thank You for Smoking	Thank You for Smoking	2005	92	Comedy,Drama	7.5	224092
tt0427954	The Protector	Tom yum goong	2005	111	Action,Crime,Drama	7.0	37933
tt0427968	Trust the Man	Trust the Man	2005	103	Comedy,Drama,Romance	5.7	8706
tt0427969	Hollywoodland	Hollywoodland	2006	126	Biography,Crime,Drama	6.5	34975
tt0427998	The Grand	The Grand	2007	104	Comedy	5.9	5906
tt0428038	Sweet Land	Sweet Land	2005	110	Drama,Romance	7.1	4006
tt0428059	Toss-Up	Yazi Tura	2004	102	Drama	7.6	6318
tt0428212	All Souls Day: Dia de los Muertos	All Souls Day: Dia de los Muertos	2005	88	Horror,Thriller	3.7	1511
tt0428251	Venom	Venom	2005	87	Horror	4.6	10464
tt0428390	Severed	Severed	2005	93	Horror,Sci-Fi,Thriller	4.5	2110
tt0428430	Côte d'Azur	Crustacés & coquillages	2005	96	Comedy,Musical,Romance	6.6	2067
tt0428441	The Cutting Edge: The Magic of Movie Editing	The Cutting Edge: The Magic of Movie Editing	2004	99	Documentary,History	7.7	3089
tt0428446	The Darwin Awards	The Darwin Awards	2006	94	Adventure,Comedy,Romance	5.9	10244
tt0428518	Fade to Black	Fade to Black	2004	109	Documentary	6.8	1047
tt0428541	Five Fingers	Five Fingers	2006	87	Drama,Thriller	6.3	8199
tt0428579	Suburban Girl	Suburban Girl	2007	97	Comedy,Drama,Romance	5.4	7647
tt0428646	Hui Buh: Das Schlossgespenst	Hui Buh: Das Schlossgespenst	2006	103	Adventure,Animation,Comedy	4.8	3076
tt0428649	I Am a Sex Addict	I Am a Sex Addict	2005	98	Biography,Comedy,Romance	6.0	3327
tt0428672	Unveiled	Fremde Haut	2005	97	Drama	7.0	1054
tt0428725	Born to Fight	Kerd ma lui	2004	96	Action,Crime,Drama	6.1	3000
tt0428765	The Legend of Lucy Keyes	The Legend of Lucy Keyes	2006	93	Drama,Thriller	4.7	1585
tt0428803	March of the Penguins	La marche de l'empereur	2005	80	Documentary,Family	7.5	58709
tt0428856	The Moustache	La moustache	2005	87	Drama,Mystery	6.6	5348
tt0428870	A Moment to Remember	Nae meorisokui jiwoogae	2004	144	Drama,Romance	8.1	24551
tt0429052	Saint-Jacques... La Mecque	Saint-Jacques... La Mecque	2005	110	Comedy,Drama	6.4	1387
tt0429068	The Second Chance	The Second Chance	2006	102	Drama	6.4	1316
tt0429078	Seven Swords	Qi jian	2005	153	Action,Adventure,Fantasy	6.1	9698
tt0429095	Siegfried	Siegfried	2005	89	Comedy	3.6	1729
tt0429115	Splinter	Splinter	2006	90	Crime,Thriller	4.8	1387
tt0429153	Tara Road	Tara Road	2005	97	Drama	6.0	1924
tt0429173	The Tenants	The Tenants	2005	93	Crime,Drama,Romance	5.2	1073
tt0429177	The Thing About My Folks	The Thing About My Folks	2005	96	Comedy,Drama	6.5	2385
tt0429277	Zyzzyx Rd	Zyzzyx Rd	2006	90	Crime,Drama,Thriller	3.9	1114
tt0429489	A Ay	A Ay	1988	100	Drama	6.9	1208
tt0429493	The A-Team	The A-Team	2010	117	Action,Adventure,Thriller	6.7	262093
tt0429541	Afsana Dilwalon Ka	Afsana Dilwalon Ka	2001	195	Drama,Romance	3.6	1038
tt0429573	An American Haunting	An American Haunting	2005	83	Drama,Horror,Mystery	5.0	26239
tt0429589	The Ant Bully	The Ant Bully	2006	88	Adventure,Animation,Comedy	5.8	40351
tt0429591	Aquamarine	Aquamarine	2006	110	Comedy,Family,Fantasy	5.4	43244
tt0429715	The Business	The Business	2005	97	Crime,Drama,Thriller	6.6	14892
tt0429727	The Caiman	Il caimano	2006	112	Comedy,Drama,Romance	6.7	4964
tt0429743	Romeo & Juliet ...Get Married	O Casamento de Romeu e Julieta	2005	90	Comedy,Romance	6.2	1084
tt0429898	Sacred Heart	Cuore sacro	2005	120	Drama	6.3	1913
tt0430051	The Elementary Particles	Elementarteilchen	2006	113	Drama,Romance	6.6	8190
tt0430105	Four Brothers	Four Brothers	2005	109	Action,Crime,Drama	6.8	150380
tt0430224	Hell	L'enfer	2005	102	Drama	6.8	2487
tt0430239	It Waits	It Waits	2005	88	Horror	4.0	2245
tt0430304	Little Man	Little Man	2006	98	Comedy,Crime	4.4	56598
tt0430308	Get Rich or Die Tryin'	Get Rich or Die Tryin'	2005	117	Biography,Crime,Drama	5.4	48306
tt0430357	Miami Vice	Miami Vice	2006	132	Action,Adventure,Crime	6.0	119314
tt0430377	Muhammad: The Last Prophet	Muhammad: The Last Prophet	2002	95	Animation,Biography,Drama	7.5	1438
tt0430381	Musafir	Musafir	2004	151	Action,Crime,Drama	5.6	1901
tt0430431	One Night with the King	One Night with the King	2006	123	Biography,Drama,History	6.0	7446
tt0430454	El penalti más largo del mundo	El penalti más largo del mundo	2005	100	Adventure,Comedy,Sport	5.4	1165
tt0430576	The Secret Life of Words	The Secret Life of Words	2005	115	Drama,Romance	7.4	12804
tt0430582	Shaitan's Warrior	Sejtanov ratnik	2006	94	Comedy,Fantasy,Horror	5.7	1919
tt0430589	Shaadi Karke Phas Gaya Yaar	Shaadi Karke Phas Gaya Yaar	2006	152	Comedy,Drama,Romance	4.0	1377
tt0430634	Stick It	Stick It	2006	103	Comedy,Drama,Sport	6.3	29606
tt0430651	Survive Style 5+	Survive Style 5+	2004	120	Fantasy,Mystery,Romance	7.5	9921
tt0430674	The Thief Lord	The Thief Lord	2006	98	Adventure,Drama,Family	5.9	6161
tt0430710	Udayananu Tharam	Udayananu Tharam	2005	162	Comedy	7.9	2395
tt0430768	Wild Tigers I Have Known	Wild Tigers I Have Known	2006	88	Drama	6.0	2200
tt0430770	The Women	The Women	2008	114	Comedy,Drama	5.0	22337
tt0430772	One Nite in Mongkok	Wong Gok hak yeh	2004	110	Crime,Drama	7.1	2688
tt0430779	Everyone's Hero	Everyone's Hero	2006	87	Adventure,Animation,Comedy	5.7	9180
tt0430895	Aurore	Aurore	2005	115	Drama	7.3	1623
tt0430912	Basic Instinct 2	Basic Instinct 2	2006	114	Drama,Mystery,Thriller	4.4	40347
