tconst	primaryTitle	originalTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
tt0055310	Placido	Plácido	1961	85	Comedy,Drama	7.8	3512
tt0055312	Pocketful of Miracles	Pocketful of Miracles	1961	136	Comedy,Drama	7.1	7437
tt0055318	Posse from Hell	Posse from Hell	1961	88	Drama,Western	6.6	1179
tt0055320	Il Posto	Il posto	1961	93	Drama	7.9	6102
tt0055336	The President	Le président	1961	110	Thriller	7.2	1001
tt0055353	A Raisin in the Sun	A Raisin in the Sun	1961	128	Drama	8.0	8993
tt0055361	Call Me Genius	The Rebel	1961	105	Comedy	6.8	1167
tt0055380	Rocket Attack U.S.A.	Rocket Attack U.S.A.	1960	68	Thriller	1.7	1104
tt0055382	The Roman Spring of Mrs. Stone	The Roman Spring of Mrs. Stone	1961	103	Drama,Romance	6.4	2809
tt0055399	Salvatore Giuliano	Salvatore Giuliano	1962	123	Crime,Drama,History	7.3	3495
tt0055408	Santo vs. the Vampire Women	Santo vs. las mujeres vampiro	1962	89	Action,Horror	3.8	1428
tt0055438	The Shadow of the Cat	The Shadow of the Cat	1961	79	Horror,Mystery,Thriller	6.3	1224
tt0055452	The Sinister Urge	The Sinister Urge	1960	71	Crime,Drama,Thriller	2.6	1633
tt0055458	Snow White and the Three Stooges	Snow White and the Three Stooges	1961	107	Adventure,Comedy,Family	5.2	1123
tt0055464	Something Wild	Something Wild	1961	113	Drama	6.7	1621
tt0055471	Splendor in the Grass	Splendor in the Grass	1961	124	Drama,Romance	7.7	21573
tt0055489	Summer and Smoke	Summer and Smoke	1961	118	Drama,Romance	6.9	1985
tt0055499	Through a Glass Darkly	Såsom i en spegel	1961	90	Drama	8.0	26053
tt0055505	Scream of Fear	Taste of Fear	1961	81	Horror,Thriller	7.4	4933
tt0055506	A Taste of Honey	A Taste of Honey	1961	101	Drama	7.4	5927
tt0055508	Three Daughters	Teen Kanya	1961	173	Comedy,Drama,Fantasy	7.9	1602
tt0055516	The Terror of the Tongs	The Terror of the Tongs	1961	76	Action,Adventure	5.7	1070
tt0055526	Tintin et le mystère de la Toison d'Or	Tintin et le mystère de la Toison d'Or	1961	104	Adventure,Drama	6.0	1421
tt0055534	Too Late Blues	Too Late Blues	1961	103	Drama,Music	6.9	1392
tt0055539	Town Without Pity	Town Without Pity	1961	105	Crime,Drama	7.2	1902
tt0055558	Two Rode Together	Two Rode Together	1961	109	Western	6.7	6504
tt0055562	Invasion of the Neptune Men	Uchû Kaisokusen	1961	75	Action,Sci-Fi	2.1	2801
tt0055571	Underworld U.S.A.	Underworld U.S.A.	1961	99	Crime,Drama,Thriller	7.3	3601
tt0055572	A Woman Is a Woman	Une femme est une femme	1961	85	Comedy,Drama,Romance	7.3	18383
tt0055597	Victim	Victim	1961	100	Drama	7.7	6454
tt0055599	A Very Private Affair	Vie privée	1962	103	Drama	5.6	1101
tt0055601	Viridiana	Viridiana	1961	91	Drama	8.1	24937
tt0055602	A Difficult Life	Una vita difficile	1961	118	Comedy,Drama,War	8.0	1964
tt0055608	Voyage to the Bottom of the Sea	Voyage to the Bottom of the Sea	1961	105	Action,Adventure,Sci-Fi	6.0	6339
tt0055614	West Side Story	West Side Story	1961	153	Crime,Drama,Musical	7.6	116332
tt0055618	Whistle Down the Wind	Whistle Down the Wind	1961	99	Crime,Drama	7.6	3555
tt0055623	Wild in the Country	Wild in the Country	1961	114	Drama,Musical	6.3	1898
tt0055630	Yojimbo	Yôjinbô	1961	110	Action,Drama,Thriller	8.2	124673
tt0055633	The Young Savages	The Young Savages	1961	103	Action,Crime,Drama	6.9	2724
tt0055635	Za dvoma zaytsiamy	Za dvoma zaytsiamy	1961	77	Comedy,Musical	8.0	1096
tt0055719	The 300 Spartans	The 300 Spartans	1962	114	Adventure,Drama,History	6.5	7380
tt0055724	The Expedition	Abhijaan	1962	150	Drama	7.9	1272
tt0055728	Advise & Consent	Advise & Consent	1962	139	Drama,Thriller	7.7	7222
tt0055732	Akitsu Springs	Akitsu onsen	1962	113	Drama,Romance	7.3	1132
tt0055738	All Fall Down	All Fall Down	1962	111	Drama	6.8	2242
tt0055747	Love at Twenty	L'amour à vingt ans	1962	120	Drama,Romance	7.2	2391
tt0055763	Robbery at 3 O'clock	Atraco a las tres	1962	92	Comedy	7.4	1263
tt0055774	Barabbas	Barabbas	1961	137	Biography,Drama,History	6.9	6583
tt0055779	Wild for Kicks	Beat Girl	1960	89	Drama	6.0	1162
tt0055796	Billy Budd	Billy Budd	1962	123	Adventure,Drama,War	7.8	4576
tt0055797	Billy Rose's Jumbo	Billy Rose's Jumbo	1962	123	Comedy,Musical,Romance	6.1	1613
tt0055798	Birdman of Alcatraz	Birdman of Alcatraz	1962	147	Biography,Crime,Drama	7.8	18212
tt0055805	Boccaccio '70	Boccaccio '70	1962	205	Comedy,Fantasy,Romance	7.1	4706
tt0055809	Boys' Night Out	Boys' Night Out	1962	115	Comedy	6.5	2285
tt0055824	Cape Fear	Cape Fear	1962	106	Drama,Thriller	7.7	30097
tt0055830	Carnival of Souls	Carnival of Souls	1962	78	Horror,Mystery	7.0	25757
tt0055831	Carry on Cruising	Carry on Cruising	1962	89	Comedy,Romance	6.1	2963
tt0055832	Cartouche	Cartouche	1962	114	Action,Adventure,Comedy	6.5	2714
tt0055844	Amphibian Man	Chelovek-amfibiya	1962	96	Adventure,Drama,Romance	7.0	2580
tt0055850	Chushingura	Chûshingura	1962	207	Action,Drama,History	7.6	2111
tt0055852	Cléo from 5 to 7	Cléo de 5 à 7	1962	90	Comedy,Drama,Music	7.9	23894
tt0055858	The Grim Reaper	La commare secca	1962	88	Crime,Drama,Mystery	6.8	2500
tt0055871	The Counterfeit Traitor	The Counterfeit Traitor	1962	140	Drama,History,Thriller	7.5	2818
tt0055872	The Creation of the Humanoids	The Creation of the Humanoids	1962	75	Sci-Fi	5.7	1410
tt0055884	Damn the Defiant!	H.M.S. Defiant	1962	101	Action,Drama,History	7.1	2709
tt0055892	David and Lisa	David and Lisa	1962	95	Drama	7.2	3158
tt0055893	The Day Mars Invaded Earth	The Day Mars Invaded Earth	1962	70	Sci-Fi	4.9	1020
tt0055894	The Day of the Triffids	The Day of the Triffids	1963	93	Horror,Sci-Fi	6.1	8469
tt0055895	Days of Wine and Roses	Days of Wine and Roses	1962	117	Drama	7.8	13315
tt0055902	The Devil's Hand	The Devil's Hand	1961	71	Horror	4.6	1329
tt0055910	Sundays and Cybèle	Les dimanches de Ville d'Avray	1962	111	Drama	7.8	4572
tt0055913	Divorce Italian Style	Divorzio all'italiana	1961	105	Comedy,Drama,Romance	8.0	13276
tt0055928	Dr. No	Dr. No	1962	110	Action,Adventure,Thriller	7.2	171044
tt0055946	Eegah	Eegah	1962	92	Adventure,Comedy,Fantasy	2.2	5979
tt0055950	Electra	Ilektra	1962	110	Drama	7.6	1610
tt0055972	Experiment in Terror	Experiment in Terror	1962	123	Crime,Mystery,Thriller	7.2	5671
tt0055981	I Fidanzati	I fidanzati	1963	77	Drama	7.6	2118
tt0055988	Five Weeks in a Balloon	Five Weeks in a Balloon	1962	101	Adventure,Comedy,Drama	5.7	1326
tt0055992	Follow That Dream	Follow That Dream	1962	109	Comedy,Musical,Romance	6.5	2785
tt0055998	Freud	Freud	1962	140	Biography,Drama	7.2	3049
tt0056016	Geronimo	Geronimo	1962	101	Action,Biography,History	5.8	1215
tt0056017	Gigot	Gigot	1962	104	Comedy	7.2	1283
tt0056023	Girls! Girls! Girls!	Girls! Girls! Girls!	1962	106	Comedy,Musical	5.5	3320
tt0056040	The Awful Dr. Orlof	Gritos en la noche	1962	90	Horror	6.1	1683
tt0056045	Gusarskaya ballada	Gusarskaya ballada	1962	96	Comedy,Musical,War	7.4	1648
tt0056048	Gypsy	Gypsy	1962	143	Biography,Comedy,Drama	7.1	6579
tt0056049	The Naked Island	Hadaka no shima	1960	96	Drama	8.1	5778
tt0056058	Harakiri	Seppuku	1962	133	Action,Drama,Mystery	8.6	59460
tt0056059	Hatari!	Hatari!	1962	157	Action,Adventure,Comedy	7.1	13504
tt0056062	Hell Is for Heroes	Hell Is for Heroes	1962	90	Drama,War	6.9	7128
tt0056085	How the West Was Won	How the West Was Won	1962	164	Western	7.0	21769
tt0056093	If a Man Answers	If a Man Answers	1962	102	Comedy,Romance	6.8	1196
tt0056095	In Search of the Castaways	In Search of the Castaways	1962	98	Adventure,Family,Fantasy	6.5	3284
tt0056111	Ivan's Childhood	Ivanovo detstvo	1962	95	Drama,War	8.0	37661
tt0056112	Jack the Giant Killer	Jack the Giant Killer	1962	94	Adventure,Family,Fantasy	6.3	2800
tt0056121	Jigsaw	Jigsaw	1962	107	Crime,Drama,Mystery	7.2	1263
tt0056127	Journey to the Seventh Planet	Journey to the Seventh Planet	1962	77	Action,Adventure,Fantasy	4.7	1772
tt0056134	Kanchenjungha	Kanchenjungha	1962	102	Drama	7.9	1162
tt0056138	Kid Galahad	Kid Galahad	1962	95	Drama,Musical,Sport	6.1	2908
tt0056141	A Kind of Loving	A Kind of Loving	1962	113	Drama,Romance	7.4	2477
tt0056142	King Kong vs. Godzilla	King Kong vs. Godzilla	1963	97	Action,Adventure,Fantasy	5.7	10613
tt0056160	Two Half-Times in Hell	Két félidö a pokolban	1961	140	Drama,Sport,War	7.9	1365
tt0056165	Bluebeard	Landru	1963	115	Biography,Crime,Drama	6.4	1123
tt0056171	Ro.Go.Pa.G.	Ro.Go.Pa.G.	1963	122	Comedy,Drama	6.9	2137
tt0056172	Lawrence of Arabia	Lawrence of Arabia	1962	218	Adventure,Biography,Drama	8.3	298110
tt0056183	Light in the Piazza	Light in the Piazza	1962	102	Drama,Romance	6.9	1816
tt0056193	Lolita	Lolita	1962	153	Crime,Drama,Romance	7.5	103911
tt0056194	The Loneliness of the Long Distance Runner	The Loneliness of the Long Distance Runner	1962	104	Drama,Sport	7.5	8912
tt0056195	Lonely Are the Brave	Lonely Are the Brave	1962	107	Drama,Western	7.6	9345
tt0056196	Long Day's Journey Into Night	Long Day's Journey Into Night	1962	174	Drama	7.5	5374
tt0056197	The Longest Day	The Longest Day	1962	178	Action,Drama,History	7.7	56986
tt0056210	Mafioso	Mafioso	1962	105	Comedy,Crime,Drama	7.6	2772
tt0056211	The Magic Sword	The Magic Sword	1962	80	Adventure,Drama,Fantasy	4.8	2441
tt0056215	Mamma Roma	Mamma Roma	1962	106	Drama	7.8	9838
tt0056217	The Man Who Shot Liberty Valance	The Man Who Shot Liberty Valance	1962	123	Drama,Western	8.1	78140
tt0056218	The Manchurian Candidate	The Manchurian Candidate	1962	126	Drama,Thriller	7.9	76801
tt0056219	Maniac	Maniac	1963	86	Crime,Horror,Mystery	5.9	1406
tt0056234	Merrill's Marauders	Merrill's Marauders	1962	98	Adventure,Drama,War	6.6	2558
tt0056241	The Miracle Worker	The Miracle Worker	1962	106	Biography,Drama	8.1	19357
tt0056255	Mr. Hobbs Takes a Vacation	Mr. Hobbs Takes a Vacation	1962	116	Comedy,Family	6.8	5568
tt0056262	The Music Man	The Music Man	1962	151	Comedy,Family,Musical	7.8	18087
tt0056264	Mutiny on the Bounty	Mutiny on the Bounty	1962	178	Adventure,Drama,History	7.2	16885
tt0056267	My Geisha	My Geisha	1962	119	Comedy,Drama,Romance	6.5	1510
tt0056277	Night Creatures	Captain Clegg	1962	82	Adventure,Horror	6.6	3256
tt0056279	Night of the Eagle	Night of the Eagle	1962	90	Horror	6.9	3560
tt0056289	The Notorious Landlady	The Notorious Landlady	1962	123	Comedy,Mystery	6.7	2412
tt0056291	Knife in the Water	Nóz w wodzie	1962	94	Drama,Thriller	7.4	22573
tt0056293	Nude on the Moon	Nude on the Moon	1961	83	Fantasy,Romance,Sci-Fi	3.8	1100
tt0056308	Only Two Can Play	Only Two Can Play	1962	106	Comedy,Drama	6.6	1321
tt0056315	The Horrible Dr. Hichcock	L'orribile segreto del Dr. Hichcock	1962	88	Horror	6.3	1635
tt0056322	The Given Word	O Pagador de Promessas	1962	98	Drama	8.3	3571
tt0056327	Pale Flower	Kawaita hana	1964	96	Action,Crime	7.7	3977
tt0056331	Panic in Year Zero!	Panic in Year Zero!	1962	93	Action,Horror,Sci-Fi	6.6	4271
tt0056335	The Password Is Courage	The Password Is Courage	1962	116	Comedy,Drama,War	6.8	1354
tt0056341	Period of Adjustment	Period of Adjustment	1962	112	Comedy,Drama	6.2	1533
tt0056346	Phaedra	Phaedra	1962	115	Drama	6.9	1706
tt0056347	The Phantom of the Opera	The Phantom of the Opera	1962	90	Drama,Horror,Music	6.4	3453
tt0056350	The Pirates of Blood River	The Pirates of Blood River	1962	87	Action,Adventure,Drama	5.9	1105
tt0056352	Planeta bur	Planeta bur	1962	78	Adventure,Sci-Fi	6.3	1372
tt0056357	Striped Trip	Polosatyy reys	1961	87	Adventure,Comedy,Family	7.3	2477
tt0056368	The Premature Burial	The Premature Burial	1962	81	Drama,Horror,Mystery	6.5	4376
tt0056370	Pressure Point	Pressure Point	1962	91	Drama	7.1	1893
tt0056371	Before the Revolution	Prima della rivoluzione	1964	115	Drama,Romance	6.8	2859
tt0056405	Reptilicus	Reptilicus	1961	92	Action,Adventure,Drama	3.6	4170
tt0056406	Requiem for a Heavyweight	Requiem for a Heavyweight	1962	95	Drama,Sport	7.8	4536
tt0056412	Ride the High Country	Ride the High Country	1962	94	Drama,Western	7.4	14153
tt0056415	Ring of Terror	Ring of Terror	1961	71	Drama,Horror	1.8	1361
tt0056417	The Road to Hong Kong	The Road to Hong Kong	1962	91	Comedy,Musical,Sci-Fi	6.1	2665
tt0056424	Rome Adventure	Rome Adventure	1962	119	Drama,Romance	6.4	1340
tt0056436	Sahib Bibi Aur Ghulam	Sahib Bibi Aur Ghulam	1962	152	Drama,Musical	8.1	1762
tt0056443	Sanjuro	Tsubaki Sanjûrô	1962	96	Action,Drama,Thriller	8.0	39092
tt0056444	An Autumn Afternoon	Sanma no aji	1962	113	Drama	8.1	9659
tt0056452	The Treasure of the Silver Lake	Der Schatz im Silbersee	1962	111	Adventure,Western	6.8	3365
tt0056470	Sergeants 3	Sergeants 3	1962	112	Comedy,Western	5.9	1264
tt0056480	Sherlock Holmes and the Deadly Necklace	Sherlock Holmes und das Halsband des Todes	1962	87	Crime,Drama,Mystery	5.4	1077
tt0056499	The Slime People	The Slime People	1963	76	Horror,Sci-Fi	2.8	1499
tt0056504	Sodom and Gomorrah	Sodom and Gomorrah	1962	154	Adventure,Drama,History	5.7	1967
tt0056512	Il Sorpasso	Il sorpasso	1962	105	Comedy,Drama	8.2	11533
tt0056526	State Fair	State Fair	1962	118	Musical,Romance	5.9	1271
tt0056537	Subarnarekha	Subarnarekha	1965	143	Drama	7.4	1194
tt0056541	Sweet Bird of Youth	Sweet Bird of Youth	1962	120	Drama,Romance	7.2	8011
tt0056552	Tales of Terror	Tales of Terror	1962	89	Comedy,Horror,Mystery	6.8	7752
tt0056556	Taras Bulba	Taras Bulba	1962	122	Adventure,Drama,History	6.3	4215
tt0056575	That Touch of Mink	That Touch of Mink	1962	99	Comedy,Romance	6.6	10227
tt0056576	The Damned	The Damned	1962	87	Drama,Fantasy,Horror	6.6	3686
tt0056579	The Three Stooges Meet Hercules	The Three Stooges Meet Hercules	1962	89	Comedy,Family,Fantasy	6.1	1076
tt0056585	Tickle Me	Tickle Me	1965	90	Comedy,Musical,Romance	5.8	1839
tt0056592	To Kill a Mockingbird	To Kill a Mockingbird	1962	129	Crime,Drama	8.3	319811
tt0056606	Tower of London	Tower of London	1962	79	Drama,History,Horror	6.3	2375
tt0056625	Two Weeks in Another Town	Two Weeks in Another Town	1962	107	Drama	6.4	2719
tt0056626	Two for the Seesaw	Two for the Seesaw	1962	119	Drama,Romance	6.7	1865
tt0056628	The Stars Will Tell, Inspector Palmu	Tähdet kertovat, komisario Palmu.	1962	100	Comedy,Crime,Thriller	7.3	1227
tt0056632	The Ugly American	The Ugly American	1963	120	Adventure,Drama,Thriller	6.6	2217
tt0056636	A Monkey in Winter	Un singe en hiver	1962	105	Comedy,Drama	7.5	3047
tt0056663	Vivre Sa Vie	Vivre sa vie: Film en douze tableaux	1962	80	Drama	7.8	33086
tt0056671	Walk on the Wild Side	Walk on the Wild Side	1962	114	Drama,Romance	6.7	2663
tt0056675	War Hunt	War Hunt	1962	83	Drama,War	6.3	1044
tt0056676	The War Lover	The War Lover	1962	105	Adventure,Drama,War	6.5	1951
tt0056687	What Ever Happened to Baby Jane?	What Ever Happened to Baby Jane?	1962	134	Drama,Horror,Thriller	8.0	58038
tt0056693	Wild Guitar	Wild Guitar	1962	92	Comedy,Drama,Music	4.6	1011
tt0056700	The Wonderful World of the Brothers Grimm	The Wonderful World of the Brothers Grimm	1962	135	Adventure,Animation,Biography	6.4	1972
tt0056704	The Wrong Arm of the Law	The Wrong Arm of the Law	1963	94	Comedy,Crime	6.7	2051
tt0056714	The Tale of Zatoichi	Zatôichi monogatari	1962	96	Action,Adventure,Drama	7.6	5455
tt0056732	The Exterminating Angel	El ángel exterminador	1962	95	Drama,Fantasy	8.0	33860
tt0056736	L'Eclisse	L'eclisse	1962	126	Drama,Romance	7.7	20672
tt0056800	55 Days at Peking	55 Days at Peking	1963	154	Action,Adventure,Drama	6.7	6913
tt0056801	8½	8½	1963	138	Drama	8.0	120212
tt0056825	America America	America America	1963	174	Adventure,Drama	7.7	5696
tt0056844	When the Cat Comes	Az prijde kocour	1963	104	Comedy,Family,Fantasy	7.2	1419
tt0056845	Magnet of Doom	L'aîné des Ferchaux	1963	102	Adventure,Crime,Drama	6.5	1652
tt0056846	Bay of Angels	La baie des anges	1963	90	Drama,Romance	7.3	3852
tt0056860	Beach Party	Beach Party	1963	101	Comedy,Musical,Romance	5.7	2214
tt0056868	Billy Liar	Billy Liar	1963	98	Comedy,Drama,Romance	7.3	6827
tt0056869	The Birds	The Birds	1963	119	Drama,Horror,Mystery	7.6	193358
tt0056875	Blood Feast	Blood Feast	1963	67	Horror	5.0	6958
tt0056883	The Boom	Il boom	1963	88	Comedy	7.1	1212
tt0056891	Bye Bye Birdie	Bye Bye Birdie	1963	112	Comedy,Musical	6.6	8699
tt0056903	Captain Newman, M.D.	Captain Newman, M.D.	1963	126	Comedy,Drama,War	6.9	2745
tt0056904	Captain Sindbad	Captain Sindbad	1963	85	Action,Adventure,Family	5.4	1014
tt0056905	Les Carabiniers	Les carabiniers	1963	75	Comedy,Drama,War	6.7	3422
tt0056907	The Cardinal	The Cardinal	1963	175	Drama,History,War	6.7	2749
tt0056910	Suzanne's Career	La carrière de Suzanne	1963	54	Drama,Romance	6.8	3980
tt0056912	Carry on Cabby	Carry on Cabby	1963	91	Adventure,Comedy,Romance	6.4	2804
tt0056917	Greed in the Sun	Cent mille dollars au soleil	1964	130	Action,Adventure,Comedy	7.1	2521
tt0056919	Black Peter	Cerný Petr	1964	85	Comedy,Drama	7.0	2927
tt0056923	Charade	Charade	1963	113	Comedy,Mystery,Romance	7.9	80105
tt0056930	A Child Is Waiting	A Child Is Waiting	1963	102	Drama	7.2	3164
tt0056931	Children of the Damned	Children of the Damned	1964	89	Drama,Horror,Mystery	6.2	4746
tt0056937	Cleopatra	Cleopatra	1963	192	Biography,Drama,History	7.0	34733
tt0056940	Come Blow Your Horn	Come Blow Your Horn	1963	112	Comedy,Musical	6.0	1169
tt0056943	The Comedy of Terrors	The Comedy of Terrors	1963	84	Comedy,Horror	6.6	6346
tt0056945	The Organizer	I compagni	1963	130	Drama,History	7.9	3005
tt0056956	The Courtship of Eddie's Father	The Courtship of Eddie's Father	1963	118	Comedy,Drama,Family	6.8	3034
tt0056957	Five Miles to Midnight	Le couteau dans la plaie	1962	112	Crime,Drama	6.3	1136
tt0056961	The Crawling Hand	The Crawling Hand	1963	89	Horror,Sci-Fi	3.1	1910
tt0056964	Critic's Choice	Critic's Choice	1963	100	Comedy	5.7	1037
tt0056966	Family Portrait	Cronaca familiare	1962	113	Drama	7.2	1131
tt0056982	Business People	Delovye lyudi	1963	84	Comedy,Drama,Western	7.6	1234
tt0056983	Dementia 13	Dementia 13	1963	75	Horror,Thriller	5.7	8466
tt0056993	Diary of a Madman	Diary of a Madman	1963	96	Horror	6.3	2772
tt0057007	Donovan's Reef	Donovan's Reef	1963	109	Adventure,Comedy,Romance	6.7	9302
tt0057012	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	95	Comedy,War	8.4	496268
tt0057051	Let's Rob the Bank	Faites sauter la banque!	1964	88	Comedy,Crime	6.7	2409
tt0057058	The Fire Within	Le feu follet	1963	108	Drama	7.9	9837
tt0057063	Flipper	Flipper	1963	87	Adventure,Drama,Family	6.1	1906
tt0057069	40 Pounds of Trouble	40 Pounds of Trouble	1962	106	Comedy	6.3	1027
tt0057071	4 for Texas	4 for Texas	1963	124	Comedy,Western	5.5	3479
tt0057076	From Russia with Love	From Russia with Love	1963	115	Action,Adventure,Thriller	7.4	138099
tt0057078	The Whip and the Body	La frusta e il corpo	1963	92	Horror,Romance	6.7	4276
tt0057083	Fun in Acapulco	Fun in Acapulco	1963	97	Comedy,Music	5.8	3500
tt0057090	A Gathering of Eagles	A Gathering of Eagles	1963	115	Drama,Romance,War	6.1	1024
tt0057091	The Leopard	Il gattopardo	1963	186	Drama,History	8.0	26977
tt0057093	Gay Purr-ee	Gay Purr-ee	1962	85	Animation,Comedy,Family	6.6	1944
tt0057115	The Great Escape	The Great Escape	1963	172	Adventure,Drama,History	8.2	247640
tt0057128	The Haunted Palace	The Haunted Palace	1963	87	Horror	6.7	7681
tt0057129	The Haunting	The Haunting	1963	112	Horror	7.4	40387
tt0057134	Heavens Above!	Heavens Above!	1963	118	Comedy	6.7	1603
tt0057163	Hud	Hud	1963	112	Drama,Western	7.8	22604
tt0057168	I Could Go on Singing	I Could Go on Singing	1963	100	Drama,Music	6.9	1570
tt0057171	Yesterday, Today and Tomorrow	Ieri oggi domani	1963	114	Comedy,Romance	7.2	9541
tt0057176	L'Immortelle	L'immortelle	1963	101	Drama,Mystery	7.2	1285
tt0057180	The Incredible Journey	The Incredible Journey	1963	80	Adventure,Drama,Family	7.0	4899
tt0057181	The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?	The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?	1964	82	Horror	2.3	5172
tt0057183	The Indian Scarf	Das indische Tuch	1963	93	Crime,Drama,Mystery	6.6	1060
tt0057187	Irma la Douce	Irma la Douce	1963	147	Comedy,Romance	7.3	19972
tt0057191	It Happened at the World's Fair	It Happened at the World's Fair	1963	105	Comedy,Musical,Romance	6.0	2889
tt0057193	It's a Mad Mad Mad Mad World	It's a Mad Mad Mad Mad World	1963	210	Action,Adventure,Comedy	7.5	43274
tt0057197	Jason and the Argonauts	Jason and the Argonauts	1963	104	Action,Adventure,Family	7.3	29125
tt0057200	Johnny Cool	Johnny Cool	1963	103	Action,Crime,Drama	6.4	1042
tt0057207	Judex	Judex	1963	98	Crime,Drama,Thriller	7.1	2714
tt0057215	Atragon	Kaitei gunkan	1963	94	Action,Adventure,Fantasy	5.8	1342
tt0057225	Kings of the Sun	Kings of the Sun	1963	108	Adventure,Drama,History	6.1	2056
tt0057226	The Kiss of the Vampire	The Kiss of the Vampire	1963	88	Horror	6.3	3590
tt0057227	Kissin' Cousins	Kissin' Cousins	1964	96	Comedy,Musical,Romance	5.2	2327
tt0057229	The Red Lanterns	Ta kokkina fanaria	1963	132	Drama,Romance	8.1	1911
tt0057232	Koroleva benzokolonki	Koroleva benzokolonki	1963	78	Adventure,Comedy,Romance	7.2	1691
tt0057237	Raven's End	Kvarteret Korpen	1963	101	Drama	7.4	1586
tt0057239	The L-Shaped Room	The L-Shaped Room	1962	126	Drama,Romance	7.3	2079
tt0057251	Lilies of the Field	Lilies of the Field	1963	94	Drama	7.5	12402
tt0057254	The List of Adrian Messenger	The List of Adrian Messenger	1963	98	Mystery,Thriller	6.8	5495
tt0057259	The Long Ships	The Long Ships	1964	126	Adventure,Drama	6.0	2872
tt0057261	Lord of the Flies	Lord of the Flies	1963	92	Adventure,Drama,Thriller	6.9	19546
tt0057263	Love with the Proper Stranger	Love with the Proper Stranger	1963	102	Comedy,Drama,Romance	7.3	5124
tt0057277	The Big City	Mahanagar	1963	136	Drama	8.3	4630
tt0057280	Crypt of the Vampire	La cripta e l'incubo	1964	85	Horror	5.8	1067
tt0057286	Hands Over the City	Le mani sulla città	1963	101	Drama	7.6	3049
tt0057295	Matango	Matango	1963	89	Horror,Mystery,Sci-Fi	6.4	3296
tt0057298	McLintock!	McLintock!	1963	126	Comedy,Western	7.1	15636
tt0057318	A Dog's Life	Mondo cane	1962	108	Documentary,Horror	6.2	4148
tt0057323	The Monsters	I mostri	1963	121	Comedy	7.4	2639
tt0057328	The Mouse on the Moon	The Mouse on the Moon	1963	82	Comedy,Romance,Sci-Fi	6.3	1817
tt0057329	Move Over, Darling	Move Over, Darling	1963	103	Comedy,Romance	6.9	6099
tt0057334	Murder at the Gallop	Murder at the Gallop	1963	81	Comedy,Crime,Drama	7.2	6402
tt0057336	Muriel	Muriel ou le temps d'un retour	1963	117	Drama	7.0	3401
tt0057344	Any Number Can Win	Mélodie en sous-sol	1963	118	Crime,Drama,Romance	7.3	3763
tt0057345	Contempt	Le mépris	1963	103	Drama,Romance	7.5	33363
tt0057357	Saladin	El Naser Salah el Dine	1963	194	Action,Adventure,Drama	7.6	2671
tt0057358	Winter Light	Nattvardsgästerna	1963	81	Drama	8.0	25730
tt0057360	A New Kind of Love	A New Kind of Love	1963	110	Comedy,Romance	5.8	1514
tt0057363	The Insect Woman	Nippon konchûki	1963	123	Drama	7.4	2358
tt0057372	The Nutty Professor	The Nutty Professor	1963	107	Comedy,Romance,Sci-Fi	6.6	18619
tt0057379	The Old Dark House	The Old Dark House	1963	86	Comedy,Horror,Mystery	5.4	2149
tt0057380	Old Shatterhand	Old Shatterhand	1964	122	Adventure,Western	6.1	1676
tt0057393	PT 109	PT 109	1963	140	Biography,Drama,War	6.6	2834
tt0057396	Palm Springs Weekend	Palm Springs Weekend	1963	100	Comedy,Drama	5.9	1073
tt0057401	Paranoiac	Paranoiac	1963	80	Drama,Horror,Mystery	6.8	2931
tt0057413	The Pink Panther	The Pink Panther	1963	115	Comedy,Crime,Romance	7.0	53655
tt0057422	Squeak-squeak	Pouic-Pouic	1963	86	Comedy	6.5	1865
tt0057426	The Prize	The Prize	1963	134	Crime,Drama,Mystery	6.8	4958
tt0057427	The Trial	Le procès	1962	119	Drama,Mystery,Thriller	7.6	22384
tt0057443	The Evil Eye	La ragazza che sapeva troppo	1963	86	Comedy,Horror,Mystery	7.0	4881
tt0057449	The Raven	The Raven	1963	86	Comedy,Fantasy,Horror	6.5	12527
tt0057463	The Running Man	The Running Man	1963	103	Crime,Drama,Thriller	6.6	1658
tt0057465	The Sadist	The Sadist	1963	92	Horror,Thriller	6.6	2786
tt0057473	Savage Sam	Savage Sam	1963	103	Adventure,Drama,Family	6.0	1109
tt0057490	The Servant	The Servant	1963	116	Drama	7.8	12789
tt0057495	Shock Corridor	Shock Corridor	1963	101	Drama,Mystery	7.3	12481
tt0057503	New Tale of Zatoichi	Shin Zatôichi monogatari	1963	91	Action,Adventure,Drama	7.3	2193
tt0057507	The Skydivers	The Skydivers	1963	75	Drama,Sport	1.9	4969
tt0057517	Soldier in the Rain	Soldier in the Rain	1963	88	Comedy,Drama,Romance	6.7	1771
tt0057518	Son of Flubber	Son of Flubber	1963	100	Comedy,Family,Sci-Fi	6.0	3080
tt0057522	The Ghost	Lo spettro	1963	97	Horror	6.1	1308
tt0057523	Spencer's Mountain	Spencer's Mountain	1963	118	Drama,Family	7.0	2885
